Date,Close
2020-05-26,2991.770020
2020-05-27,3036.129883
2020-05-28,3029.729980
2020-05-29,3044.310059
2020-06-01,3055.729980
2020-06-02,3080.820068
2020-06-03,3122.870117
2020-06-04,3112.350098
2020-06-05,3193.929932
2020-06-08,3232.389893
2020-06-09,3207.179932
2020-06-10,3190.139893
2020-06-11,3002.100098
2020-06-12,3041.310059
2020-06-15,3066.590088
2020-06-16,3124.739990
2020-06-17,3113.489990
2020-06-18,3115.340088
2020-06-19,3097.739990
2020-06-22,3117.860107
2020-06-23,3131.290039
2020-06-24,3050.330078
2020-06-25,3083.760010
2020-06-26,3009.050049
2020-06-29,3053.239990
2020-06-30,3100.290039
2020-07-01,3115.860107
2020-07-02,3130.010010
2020-07-06,3179.719971
2020-07-07,3145.320068
2020-07-08,3169.939941
2020-07-09,3152.050049
2020-07-10,3185.040039
2020-07-13,3155.219971
2020-07-14,3197.520020
2020-07-15,3226.560059
2020-07-16,3215.570068
2020-07-17,3224.729980
2020-07-20,3251.840088
2020-07-21,3257.300049
2020-07-22,3276.020020
2020-07-23,3235.659912
2020-07-24,3215.629883
2020-07-27,3239.409912
2020-07-28,3218.439941
2020-07-29,3258.439941
2020-07-30,3246.219971
2020-07-31,3271.120117
2020-08-03,3294.610107
2020-08-04,3306.510010
2020-08-05,3327.770020
2020-08-06,3349.159912
2020-08-07,3351.280029
2020-08-10,3360.469971
2020-08-11,3333.689941
2020-08-12,3380.350098
2020-08-13,3373.429932
2020-08-14,3372.850098
2020-08-17,3381.989990
2020-08-18,3389.780029
2020-08-19,3374.850098
2020-08-20,3385.510010
2020-08-21,3397.159912
2020-08-24,3431.280029
2020-08-25,3443.620117
2020-08-26,3478.729980
2020-08-27,3484.550049
2020-08-28,3508.010010
2020-08-31,3500.310059
2020-09-01,3526.649902
2020-09-02,3580.840088
2020-09-03,3455.060059
2020-09-04,3426.959961
2020-09-08,3331.840088
2020-09-09,3398.959961
2020-09-10,3339.189941
2020-09-11,3340.969971
2020-09-14,3383.540039
2020-09-15,3401.199951
2020-09-16,3385.489990
2020-09-17,3357.010010
2020-09-18,3319.469971
2020-09-21,3281.060059
2020-09-22,3315.570068
2020-09-23,3236.919922
2020-09-24,3246.590088
2020-09-25,3298.459961
2020-09-28,3351.600098
2020-09-29,3335.469971
2020-09-30,3363.000000
2020-10-01,3380.800049
2020-10-02,3348.419922
2020-10-05,3408.600098
2020-10-06,3360.969971
2020-10-07,3419.439941
2020-10-08,3446.830078
2020-10-09,3477.139893
2020-10-12,3534.219971
2020-10-13,3511.929932
2020-10-14,3488.669922
2020-10-15,3483.340088
2020-10-16,3483.810059
2020-10-19,3426.919922
2020-10-20,3443.120117
2020-10-21,3435.560059
2020-10-22,3453.489990
2020-10-23,3465.389893
2020-10-26,3400.969971
2020-10-27,3390.679932
2020-10-28,3271.030029
2020-10-29,3310.110107
2020-10-30,3269.959961
2020-11-02,3310.239990
2020-11-03,3369.159912
2020-11-04,3443.439941
2020-11-05,3510.449951
2020-11-06,3509.439941
2020-11-09,3550.500000
2020-11-10,3545.530029
2020-11-11,3572.659912
2020-11-12,3537.010010
2020-11-13,3585.149902
2020-11-16,3626.909912
2020-11-17,3609.530029
2020-11-18,3567.790039
2020-11-19,3581.870117
2020-11-20,3557.540039
2020-11-23,3577.590088
2020-11-24,3635.409912
2020-11-25,3629.649902
2020-11-27,3638.350098
2020-11-30,3621.629883
2020-12-01,3662.449951
2020-12-02,3669.010010
2020-12-03,3666.719971
2020-12-04,3699.120117
2020-12-07,3691.959961
2020-12-08,3702.250000
2020-12-09,3672.820068
2020-12-10,3668.100098
2020-12-11,3663.459961
2020-12-14,3647.489990
2020-12-15,3694.620117
2020-12-16,3701.169922
2020-12-17,3722.479980
2020-12-18,3709.409912
2020-12-21,3694.919922
2020-12-22,3687.260010
2020-12-23,3690.010010
2020-12-24,3703.060059
2020-12-28,3735.360107
2020-12-29,3727.040039
2020-12-30,3732.040039
2020-12-31,3756.070068
2021-01-04,3700.649902
2021-01-05,3726.860107
2021-01-06,3748.139893
2021-01-07,3803.790039
2021-01-08,3824.679932
2021-01-11,3799.610107
2021-01-12,3801.189941
2021-01-13,3809.840088
2021-01-14,3795.540039
2021-01-15,3768.250000
2021-01-19,3798.909912
2021-01-20,3851.850098
2021-01-21,3853.070068
2021-01-22,3841.469971
2021-01-25,3855.360107
2021-01-26,3849.620117
2021-01-27,3750.770020
2021-01-28,3787.379883
2021-01-29,3714.239990
2021-02-01,3773.860107
2021-02-02,3826.310059
2021-02-03,3830.169922
2021-02-04,3871.739990
2021-02-05,3886.830078
2021-02-08,3915.590088
2021-02-09,3911.229980
2021-02-10,3909.879883
2021-02-11,3916.379883
2021-02-12,3934.830078
2021-02-16,3932.590088
2021-02-17,3931.330078
2021-02-18,3913.969971
2021-02-19,3906.709961
2021-02-22,3876.500000
2021-02-23,3881.370117
2021-02-24,3925.429932
2021-02-25,3829.340088
2021-02-26,3811.149902
2021-03-01,3901.820068
2021-03-02,3870.290039
2021-03-03,3819.719971
2021-03-04,3768.469971
2021-03-05,3841.939941
2021-03-08,3821.350098
2021-03-09,3875.439941
2021-03-10,3898.810059
2021-03-11,3939.340088
2021-03-12,3943.340088
2021-03-15,3968.939941
2021-03-16,3962.709961
2021-03-17,3974.120117
2021-03-18,3915.459961
2021-03-19,3913.100098
2021-03-22,3940.590088
2021-03-23,3910.520020
2021-03-24,3889.139893
2021-03-25,3909.520020
2021-03-26,3974.540039
2021-03-29,3971.090088
2021-03-30,3958.550049
2021-03-31,3972.889893
2021-04-01,4019.870117
2021-04-05,4077.909912
2021-04-06,4073.939941
2021-04-07,4079.949951
2021-04-08,4097.169922
2021-04-09,4128.799805
2021-04-12,4127.990234
2021-04-13,4141.589844
2021-04-14,4124.660156
2021-04-15,4170.419922
2021-04-16,4185.470215
2021-04-19,4163.259766
2021-04-20,4134.939941
2021-04-21,4173.419922
2021-04-22,4134.979980
2021-04-23,4180.169922
2021-04-26,4187.620117
2021-04-27,4186.720215
2021-04-28,4183.180176
2021-04-29,4211.470215
2021-04-30,4181.169922
2021-05-03,4192.660156
2021-05-04,4164.660156
2021-05-05,4167.589844
2021-05-06,4201.620117
2021-05-07,4232.600098
2021-05-10,4188.430176
2021-05-11,4152.100098
2021-05-12,4063.040039
2021-05-13,4112.500000
2021-05-14,4173.850098
2021-05-17,4163.290039
2021-05-18,4127.830078
2021-05-19,4115.680176
2021-05-20,4159.120117
2021-05-21,4155.859863
2021-05-24,4197.049805
2021-05-25,4188.129883
2021-05-26,4195.990234
2021-05-27,4200.879883
2021-05-28,4204.109863
2021-06-01,4202.040039
2021-06-02,4208.120117
2021-06-03,4192.850098
2021-06-04,4229.890137
2021-06-07,4226.520020
2021-06-08,4227.259766
2021-06-09,4219.549805
2021-06-10,4239.180176
2021-06-11,4247.439941
2021-06-14,4255.149902
2021-06-15,4246.589844
2021-06-16,4223.700195
2021-06-17,4221.859863
2021-06-18,4166.450195
2021-06-21,4224.790039
2021-06-22,4246.439941
2021-06-23,4241.839844
2021-06-24,4266.490234
2021-06-25,4280.700195
2021-06-28,4290.609863
2021-06-29,4291.799805
2021-06-30,4297.500000
2021-07-01,4319.939941
2021-07-02,4352.339844
2021-07-06,4343.540039
2021-07-07,4358.129883
2021-07-08,4320.819824
2021-07-09,4369.549805
2021-07-12,4384.629883
2021-07-13,4369.209961
2021-07-14,4374.299805
2021-07-15,4360.029785
2021-07-16,4327.160156
2021-07-19,4258.490234
2021-07-20,4323.060059
2021-07-21,4358.689941
2021-07-22,4367.479980
2021-07-23,4411.790039
2021-07-26,4422.299805
2021-07-27,4401.459961
2021-07-28,4400.640137
2021-07-29,4419.149902
2021-07-30,4395.259766
2021-08-02,4387.160156
2021-08-03,4423.149902
2021-08-04,4402.660156
2021-08-05,4429.100098
2021-08-06,4436.520020
2021-08-09,4432.350098
2021-08-10,4436.750000
2021-08-11,4442.410156
2021-08-12,4460.830078
2021-08-13,4468.000000
2021-08-16,4479.709961
2021-08-17,4448.080078
2021-08-18,4400.270020
2021-08-19,4405.799805
2021-08-20,4441.669922
2021-08-23,4479.529785
2021-08-24,4486.229980
2021-08-25,4496.189941
2021-08-26,4470.000000
2021-08-27,4509.370117
2021-08-30,4528.790039
2021-08-31,4522.680176
2021-09-01,4524.089844
2021-09-02,4536.950195
2021-09-03,4535.430176
2021-09-07,4520.029785
2021-09-08,4514.069824
2021-09-09,4493.279785
2021-09-10,4458.580078
2021-09-13,4468.729980
2021-09-14,4443.049805
2021-09-15,4480.700195
2021-09-16,4473.750000
2021-09-17,4432.990234
2021-09-20,4357.729980
2021-09-21,4354.189941
2021-09-22,4395.640137
2021-09-23,4448.979980
2021-09-24,4455.479980
2021-09-27,4443.109863
2021-09-28,4352.629883
2021-09-29,4359.459961
2021-09-30,4307.540039
2021-10-01,4357.040039
2021-10-04,4300.459961
2021-10-05,4345.720215
2021-10-06,4363.549805
2021-10-07,4399.759766
2021-10-08,4391.339844
2021-10-11,4361.189941
2021-10-12,4350.649902
2021-10-13,4363.799805
2021-10-14,4438.259766
2021-10-15,4471.370117
2021-10-18,4486.459961
2021-10-19,4519.629883
2021-10-20,4536.189941
2021-10-21,4549.779785
2021-10-22,4544.899902
2021-10-25,4566.479980
2021-10-26,4574.790039
2021-10-27,4551.680176
2021-10-28,4596.419922
2021-10-29,4605.379883
2021-11-01,4613.669922
2021-11-02,4630.649902
2021-11-03,4660.569824
2021-11-04,4680.060059
2021-11-05,4697.529785
2021-11-08,4701.700195
2021-11-09,4685.250000
2021-11-10,4646.709961
2021-11-11,4649.270020
2021-11-12,4682.850098
2021-11-15,4682.799805
2021-11-16,4700.899902
2021-11-17,4688.669922
2021-11-18,4704.540039
2021-11-19,4697.959961
2021-11-22,4682.939941
2021-11-23,4690.700195
2021-11-24,4701.459961
2021-11-26,4594.620117
2021-11-29,4655.270020
2021-11-30,4567.000000
2021-12-01,4513.040039
2021-12-02,4577.100098
2021-12-03,4538.430176
2021-12-06,4591.669922
2021-12-07,4686.750000
2021-12-08,4701.209961
2021-12-09,4667.450195
2021-12-10,4712.020020
2021-12-13,4668.970215
2021-12-14,4634.089844
2021-12-15,4709.850098
2021-12-16,4668.669922
2021-12-17,4620.640137
2021-12-20,4568.020020
2021-12-21,4649.229980
2021-12-22,4696.560059
2021-12-23,4725.790039
2021-12-27,4791.189941
2021-12-28,4786.350098
2021-12-29,4793.060059
2021-12-30,4778.729980
2021-12-31,4766.180176
2022-01-03,4796.560059
2022-01-04,4793.540039
2022-01-05,4700.580078
2022-01-06,4696.049805
2022-01-07,4677.029785
2022-01-10,4670.290039
2022-01-11,4713.069824
2022-01-12,4726.350098
2022-01-13,4659.029785
2022-01-14,4662.850098
2022-01-18,4577.109863
2022-01-19,4532.759766
2022-01-20,4482.729980
2022-01-21,4397.939941
2022-01-24,4410.129883
2022-01-25,4356.450195
2022-01-26,4349.930176
2022-01-27,4326.509766
2022-01-28,4431.850098
2022-01-31,4515.549805
2022-02-01,4546.540039
2022-02-02,4589.379883
2022-02-03,4477.439941
2022-02-04,4500.529785
2022-02-07,4483.870117
2022-02-08,4521.540039
2022-02-09,4587.180176
2022-02-10,4504.080078
2022-02-11,4418.640137
2022-02-14,4401.669922
2022-02-15,4471.069824
2022-02-16,4475.009766
2022-02-17,4380.259766
2022-02-18,4348.870117
2022-02-22,4304.759766
2022-02-23,4225.500000
2022-02-24,4288.700195
2022-02-25,4384.649902
2022-02-28,4373.939941
2022-03-01,4306.259766
2022-03-02,4386.540039
2022-03-03,4363.490234
2022-03-04,4328.870117
2022-03-07,4201.089844
2022-03-08,4170.700195
2022-03-09,4277.879883
2022-03-10,4259.520020
2022-03-11,4204.310059
2022-03-14,4173.109863
2022-03-15,4262.450195
2022-03-16,4357.859863
2022-03-17,4411.669922
2022-03-18,4463.120117
2022-03-21,4461.180176
2022-03-22,4511.609863
2022-03-23,4456.240234
2022-03-24,4520.160156
2022-03-25,4543.060059
2022-03-28,4575.520020
2022-03-29,4631.600098
2022-03-30,4602.450195
2022-03-31,4530.410156
2022-04-01,4545.859863
2022-04-04,4582.640137
2022-04-05,4525.120117
2022-04-06,4481.149902
2022-04-07,4500.209961
2022-04-08,4488.279785
2022-04-11,4412.529785
2022-04-12,4397.450195
2022-04-13,4446.589844
2022-04-14,4392.589844
2022-04-18,4391.689941
2022-04-19,4462.209961
2022-04-20,4459.450195
2022-04-21,4393.660156
2022-04-22,4271.779785
2022-04-25,4296.120117
2022-04-26,4175.200195
2022-04-27,4183.959961
2022-04-28,4287.500000
2022-04-29,4131.930176
2022-05-02,4155.379883
2022-05-03,4175.479980
2022-05-04,4300.169922
2022-05-05,4146.870117
2022-05-06,4123.339844
2022-05-09,3991.239990
2022-05-10,4001.050049
2022-05-11,3935.179932
2022-05-12,3930.080078
2022-05-13,4023.889893
2022-05-16,4008.010010
2022-05-17,4088.850098
2022-05-18,3923.679932
2022-05-19,3900.790039
2022-05-20,3901.360107
2022-05-23,3973.750000
2022-05-24,3941.479980
2022-05-25,3978.729980
2022-05-26,4057.840088
2022-05-27,4158.240234
2022-05-31,4132.149902
2022-06-01,4101.229980
2022-06-02,4176.819824
2022-06-03,4108.540039
2022-06-06,4121.430176
2022-06-07,4160.680176
2022-06-08,4115.770020
2022-06-09,4017.820068
2022-06-10,3900.860107
2022-06-13,3749.629883
2022-06-14,3735.479980
2022-06-15,3789.989990
2022-06-16,3666.770020
2022-06-17,3674.840088
2022-06-21,3764.790039
2022-06-22,3759.889893
2022-06-23,3795.729980
2022-06-24,3911.739990
2022-06-27,3900.110107
2022-06-28,3821.550049
2022-06-29,3818.830078
2022-06-30,3785.379883
2022-07-01,3825.330078
2022-07-05,3831.389893
2022-07-06,3845.080078
2022-07-07,3902.620117
2022-07-08,3899.379883
2022-07-11,3854.429932
2022-07-12,3818.800049
2022-07-13,3801.780029
2022-07-14,3790.379883
2022-07-15,3863.159912
2022-07-18,3830.850098
2022-07-19,3936.689941
2022-07-20,3959.899902
2022-07-21,3998.949951
2022-07-22,3961.629883
2022-07-25,3966.840088
2022-07-26,3921.050049
2022-07-27,4023.610107
2022-07-28,4072.429932
2022-07-29,4130.290039
2022-08-01,4118.629883
2022-08-02,4091.189941
2022-08-03,4155.169922
2022-08-04,4151.939941
2022-08-05,4145.189941
2022-08-08,4140.060059
2022-08-09,4122.470215
2022-08-10,4210.240234
2022-08-11,4207.270020
2022-08-12,4280.149902
2022-08-15,4297.140137
2022-08-16,4305.200195
2022-08-17,4274.040039
2022-08-18,4283.740234
2022-08-19,4228.479980
2022-08-22,4137.990234
2022-08-23,4128.729980
2022-08-24,4140.770020
2022-08-25,4199.120117
2022-08-26,4057.659912
2022-08-29,4030.610107
2022-08-30,3986.159912
2022-08-31,3955.000000
2022-09-01,3966.850098
2022-09-02,3924.260010
2022-09-06,3908.189941
2022-09-07,3979.870117
2022-09-08,4006.179932
2022-09-09,4067.360107
2022-09-12,4110.410156
2022-09-13,3932.689941
2022-09-14,3946.010010
2022-09-15,3901.350098
2022-09-16,3873.330078
2022-09-19,3899.889893
2022-09-20,3855.929932
2022-09-21,3789.929932
2022-09-22,3757.989990
2022-09-23,3693.229980
2022-09-26,3655.040039
2022-09-27,3647.290039
2022-09-28,3719.040039
2022-09-29,3640.469971
2022-09-30,3585.620117
2022-10-03,3678.429932
2022-10-04,3790.929932
2022-10-05,3783.280029
2022-10-06,3744.520020
2022-10-07,3639.659912
2022-10-10,3612.389893
2022-10-11,3588.840088
2022-10-12,3577.030029
2022-10-13,3669.909912
2022-10-14,3583.070068
2022-10-17,3677.949951
2022-10-18,3719.979980
2022-10-19,3695.159912
2022-10-20,3665.780029
2022-10-21,3752.750000
2022-10-24,3797.340088
2022-10-25,3859.110107
2022-10-26,3830.600098
2022-10-27,3807.300049
2022-10-28,3901.060059
2022-10-31,3871.979980
2022-11-01,3856.100098
2022-11-02,3759.689941
2022-11-03,3719.889893
2022-11-04,3770.550049
2022-11-07,3806.800049
2022-11-08,3828.110107
2022-11-09,3748.570068
2022-11-10,3956.370117
2022-11-11,3992.929932
2022-11-14,3957.250000
2022-11-15,3991.729980
2022-11-16,3958.790039
2022-11-17,3946.560059
2022-11-18,3965.340088
2022-11-21,3949.939941
2022-11-22,4003.580078
2022-11-23,4027.260010
2022-11-25,4026.120117
2022-11-28,3963.939941
2022-11-29,3957.629883
2022-11-30,4080.110107
2022-12-01,4076.570068
2022-12-02,4071.699951
2022-12-05,3998.840088
2022-12-06,3941.260010
2022-12-07,3933.919922
2022-12-08,3963.510010
2022-12-09,3934.379883
2022-12-12,3990.560059
2022-12-13,4019.649902
2022-12-14,3995.320068
2022-12-15,3895.750000
2022-12-16,3852.360107
2022-12-19,3817.659912
2022-12-20,3821.620117
2022-12-21,3878.439941
2022-12-22,3822.389893
2022-12-23,3844.820068
2022-12-27,3829.250000
2022-12-28,3783.219971
2022-12-29,3849.280029
2022-12-30,3839.500000
2023-01-03,3824.139893
2023-01-04,3852.969971
2023-01-05,3808.100098
2023-01-06,3895.080078
2023-01-09,3892.090088
2023-01-10,3919.250000
2023-01-11,3969.610107
2023-01-12,3983.169922
2023-01-13,3999.090088
2023-01-17,3990.969971
2023-01-18,3928.860107
2023-01-19,3898.850098
2023-01-20,3972.610107
2023-01-23,4019.810059
2023-01-24,4016.949951
2023-01-25,4016.219971
2023-01-26,4060.429932
2023-01-27,4070.560059
2023-01-30,4017.770020
2023-01-31,4076.600098
2023-02-01,4119.209961
2023-02-02,4179.759766
2023-02-03,4136.479980
2023-02-06,4111.080078
2023-02-07,4164.000000
2023-02-08,4117.859863
2023-02-09,4081.500000
2023-02-10,4090.459961
2023-02-13,4137.290039
2023-02-14,4136.129883
2023-02-15,4147.600098
2023-02-16,4090.409912
2023-02-17,4079.090088
2023-02-21,3997.340088
2023-02-22,3991.050049
2023-02-23,4012.320068
2023-02-24,3970.040039
2023-02-27,3982.239990
2023-02-28,3970.149902
2023-03-01,3951.389893
2023-03-02,3981.350098
2023-03-03,4045.639893
2023-03-06,4048.419922
2023-03-07,3986.370117
2023-03-08,3992.010010
2023-03-09,3918.320068
2023-03-10,3861.590088
2023-03-13,3855.760010
2023-03-14,3919.290039
2023-03-15,3891.929932
2023-03-16,3960.280029
2023-03-17,3916.639893
2023-03-20,3951.570068
2023-03-21,4002.870117
2023-03-22,3936.969971
2023-03-23,3948.719971
2023-03-24,3970.989990
2023-03-27,3977.530029
2023-03-28,3971.270020
2023-03-29,4027.810059
2023-03-30,4050.830078
2023-03-31,4109.310059
2023-04-03,4124.509766
2023-04-04,4100.600098
2023-04-05,4090.379883
2023-04-06,4105.020020
2023-04-10,4109.109863
2023-04-11,4108.939941
2023-04-12,4091.949951
2023-04-13,4146.220215
2023-04-14,4137.640137
2023-04-17,4151.319824
2023-04-18,4154.870117
2023-04-19,4154.520020
2023-04-20,4129.790039
2023-04-21,4133.520020
2023-04-24,4137.040039
2023-04-25,4071.629883
2023-04-26,4055.989990
2023-04-27,4135.350098
2023-04-28,4169.479980
2023-05-01,4167.870117
2023-05-02,4119.580078
2023-05-03,4090.750000
2023-05-04,4061.219971
2023-05-05,4136.250000
2023-05-08,4138.120117
2023-05-09,4119.169922
2023-05-10,4137.640137
2023-05-11,4130.620117
2023-05-12,4124.080078
2023-05-15,4136.279785
2023-05-16,4109.899902
2023-05-17,4158.770020
2023-05-18,4198.049805
2023-05-19,4191.979980
2023-05-22,4192.629883
2023-05-23,4145.580078
2023-05-24,4115.240234
2023-05-25,4151.279785
2023-05-26,4205.450195
2023-05-30,4205.520020
2023-05-31,4179.830078
2023-06-01,4221.020020
2023-06-02,4282.370117
2023-06-05,4273.790039
2023-06-06,4283.850098
2023-06-07,4267.520020
2023-06-08,4293.930176
2023-06-09,4298.859863
2023-06-12,4338.930176
2023-06-13,4369.009766
2023-06-14,4372.589844
2023-06-15,4425.839844
2023-06-16,4409.589844
2023-06-20,4388.709961
2023-06-21,4365.689941
2023-06-22,4381.890137
2023-06-23,4348.330078
2023-06-26,4328.819824
2023-06-27,4378.410156
2023-06-28,4376.859863
2023-06-29,4396.439941
2023-06-30,4450.379883
2023-07-03,4455.589844
2023-07-05,4446.819824
2023-07-06,4411.589844
2023-07-07,4398.950195
2023-07-10,4409.529785
2023-07-11,4439.259766
2023-07-12,4472.160156
2023-07-13,4510.040039
2023-07-14,4505.419922
2023-07-17,4522.790039
2023-07-18,4554.979980
2023-07-19,4565.720215
2023-07-20,4534.870117
2023-07-21,4536.339844
2023-07-24,4554.640137
2023-07-25,4567.459961
2023-07-26,4566.750000
2023-07-27,4537.410156
2023-07-28,4582.229980
2023-07-31,4588.959961
2023-08-01,4576.729980
2023-08-02,4513.390137
2023-08-03,4501.890137
2023-08-04,4478.029785
2023-08-07,4518.439941
2023-08-08,4499.379883
2023-08-09,4467.709961
2023-08-10,4468.830078
2023-08-11,4464.049805
2023-08-14,4489.720215
2023-08-15,4437.859863
2023-08-16,4404.330078
2023-08-17,4370.359863
2023-08-18,4369.709961
2023-08-21,4399.770020
2023-08-22,4387.549805
2023-08-23,4436.009766
2023-08-24,4376.310059
2023-08-25,4405.709961
2023-08-28,4433.310059
2023-08-29,4497.629883
2023-08-30,4514.870117
2023-08-31,4507.660156
2023-09-01,4515.770020
2023-09-05,4496.830078
2023-09-06,4465.479980
2023-09-07,4451.140137
2023-09-08,4457.490234
2023-09-11,4487.459961
2023-09-12,4461.899902
2023-09-13,4467.439941
2023-09-14,4505.100098
2023-09-15,4450.319824
2023-09-18,4453.529785
2023-09-19,4443.950195
2023-09-20,4402.200195
2023-09-21,4330.000000
2023-09-22,4320.060059
2023-09-25,4337.439941
2023-09-26,4273.529785
2023-09-27,4274.509766
2023-09-28,4299.700195
2023-09-29,4288.049805
2023-10-02,4288.390137
2023-10-03,4229.450195
2023-10-04,4263.750000
2023-10-05,4258.189941
2023-10-06,4308.500000
2023-10-09,4335.660156
2023-10-10,4358.240234
2023-10-11,4376.950195
2023-10-12,4349.609863
2023-10-13,4327.779785
2023-10-16,4373.629883
2023-10-17,4373.200195
2023-10-18,4314.600098
2023-10-19,4278.000000
2023-10-20,4224.160156
2023-10-23,4217.040039
2023-10-24,4247.680176
2023-10-25,4186.770020
2023-10-26,4137.229980
2023-10-27,4117.370117
2023-10-30,4166.819824
2023-10-31,4193.799805
2023-11-01,4237.859863
2023-11-02,4317.779785
2023-11-03,4358.339844
2023-11-06,4365.979980
2023-11-07,4378.379883
2023-11-08,4382.779785
2023-11-09,4347.350098
2023-11-10,4415.240234
2023-11-13,4411.549805
2023-11-14,4495.700195
2023-11-15,4502.879883
2023-11-16,4508.240234
2023-11-17,4514.020020
2023-11-20,4547.379883
2023-11-21,4538.189941
2023-11-22,4556.620117
2023-11-24,4559.339844
2023-11-27,4550.430176
2023-11-28,4554.890137
2023-11-29,4550.580078
2023-11-30,4567.799805
2023-12-01,4594.629883
2023-12-04,4569.779785
2023-12-05,4567.180176
2023-12-06,4549.339844
2023-12-07,4585.589844
2023-12-08,4604.370117
2023-12-11,4622.439941
2023-12-12,4643.700195
2023-12-13,4707.089844
2023-12-14,4719.549805
2023-12-15,4719.189941
2023-12-18,4740.560059
2023-12-19,4768.370117
2023-12-20,4698.350098
2023-12-21,4746.750000
2023-12-22,4754.629883
2023-12-26,4774.750000
2023-12-27,4781.580078
2023-12-28,4783.350098
2023-12-29,4769.830078
